X,Y,OBJECTID,PROJECT_NAME,ASSET_CATEGORY,PRACTICE_TYPE,CREDIT_RECEIVED,ACRES_MANAGED,DESCRIPTION,DESIGNER,INSTALLER,MAINTAINER,MEDIA_URL,ADDITIONAL_PRACTICETYPE,GALLONS_MANAGED_MG,PRACTICE_AREA,NEIGHBORHOOD,PROJECT_REASON,DESIGN_DATE,PROJECT_COST,MAINTENANCE_COST,MAX_DEPTH,UNDERDRAIN,PIPE_DIAMETER,STORM_EVENT_SIZE,CONSTRUCTION_START,OWNER_TYPE,INVERT_PIPE_in,Latitude,Longitude,GlobalID,DISTRICT,MEDIA_URL2,MEDIA_URL3,VIDEO_URL,Project_Page_URL,DOC_URL2,DOC_URL1,Num_RainBarrells,Size_RainBarrel,Downspout_RainBarrel,Purpose_RainBarrels,Installation_Date,OTHER_PRACTICETYPE,Secondary_Project_Reason,Project_Engineer,DEPTH
-9253697.7861,5227402.0746,624,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,3.77,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,2.839,,Green Acres,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,cdfb44cd-bbd7-47e3-8d4c-704104fb76db,District 2,,,,http://detroitstormwater.org/projects/drainage-credit-project-37,,,,,,,1970/01/01 00:00:00+00,,,,
-9238019.925,5214127.2633,625,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.95,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,2.093,,Gold Coast,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,f0d3e6b6-c59b-4d9b-b184-c8097e5449bd,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-70,,,,,,,1970/01/01 00:00:00+00,,,,
-9235892.1891,5215000.1428,626,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.21,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.183,,Marina District,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,eb28cf4b-ba90-4537-8f1c-88201f42f675,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-49,,,,,,,1970/01/01 00:00:00+00,,,,
-9235586.7981,5214576.9614,627,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.112,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.097,,Marina District,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Government,,,,f9c30474-8cf3-435d-88a9-b44386f9e246,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-64,,,,,,,1970/01/01 00:00:00+00,,,,
-9253776.7451,5227403.2014,629,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.12,This is a downspout disconnection practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.069,,Green Acres,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,2c60742d-c254-4ccd-9a94-40b49825dca2,District 2,,,,http://detroitstormwater.org/projects/drainage-credit-project-17,,,,,,,1970/01/01 00:00:00+00,,,,
-9250321.0306,5209060.4472,638,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.0115,This is a downspout disconnection practice receiving a drainage credit.,,,,https://dwsd.box.com/shared/static/duhdu2n3zvfrafn9h7y8y0dal8r9pqfu.jpeg,,0.006,,Southwest Detroit,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Commercial,,,,d8f83fa4-4e81-41f2-be20-68590710bd2c,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-31,,,,,,,1970/01/01 00:00:00+00,,,,
-9250310.5194,5209040.8094,639,PizzaPlex Infiltration Gallery,Drainage Credit,Subsurface Infiltration,Yes,0.058,"Underground retention/infiltration gallery installed in the backyard of PizzaPlex, capturing stormwater from the building's roof and garage roof.",Hamp Mathews & Associates,Hamp Mathews & Associates,PizzaPlex,https://dwsd.box.com/shared/static/duhdu2n3zvfrafn9h7y8y0dal8r9pqfu.jpeg,,0.053,3520,Southwest Detroit,Environmental Benefits,2017/11/01 04:00:00+00,,,,No,,5+,2018/05/29 04:00:00+00,Commercial,,,,c8f58e0d-05c1-462b-83c0-0df09ccb30e0,District 6,,,,http://detroitstormwater.org/projects/drainage-credit-project-7,,,,,,,1970/01/01 00:00:00+00,,Educational,Hamp Mathews & Associates,Deep
-9242012.8124,5221901.6441,640,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.09,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.062,,Airport Sub,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,Industrial,,,,e1da98c1-4de9-474c-a315-416b311e9cb6,District 3,,,,http://detroitstormwater.org/projects/drainage-credit-project-19,,,,,,,1970/01/01 00:00:00+00,,,,
-9238680.8923,5223217.4432,656,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.06,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.04,,Gratiot-Findlay,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,9fb42e0c-d99c-4c9c-8163-69915741a486,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-32,,,,,,,1970/01/01 00:00:00+00,,,,
-9248002.3875,5226514.3888,658,Drainage Credit Project,Drainage Credit,Downspout Disconnection,Yes,0.04,This is a downspout disconnection located in Nolan,,,,https://dwsd.box.com/shared/static/vbqn7i8cguclnlwfk47h14avfahl8ing.jpg,,0.013,,Nolan,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,42993228-550b-4a8e-ae46-cd32a38a0c08,District 3,,,,http://detroitstormwater.org/projects/drainage-credit-project-71,,,,,,,1970/01/01 00:00:00+00,,,,
-9268019.9367,5222497.8001,671,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.61,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.516,,Miller Grove,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,12a3d0cd-1f22-45fb-b2a8-e680df624ce8,District 1,,,,http://detroitstormwater.org/projects/drainage-credit-project-84,,,,,,,1970/01/01 00:00:00+00,,,,
-9265675.3883,5220496.3563,672,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.89,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.752,,Westwood Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,ce010dfd-da81-4df6-932d-d702a7f97006,District 1,,,,http://detroitstormwater.org/projects/drainage-credit-project-83,,,,,,,1970/01/01 00:00:00+00,,,,
-9237211.2804,5214695.3993,673,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.35,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.298,,Waterworks Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,2cba0734-8136-4e91-87f7-e7a818eb2d50,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-85,,,,,,,1970/01/01 00:00:00+00,,,,
-9236962.247,5214868.968,674,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,1.55,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,1.289,,Waterworks Park,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,e82e6cbc-1f13-4392-aed6-3c4c89db2b09,District 5,,,,http://detroitstormwater.org/projects/drainage-credit-project-81,,,,,,,1970/01/01 00:00:00+00,,,,
-9231702.3596,5214868.968,675,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.36,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.295,,Jefferson Chalmers,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,4146003c-1e6c-4e38-8d2e-7a08f3265b52,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-82,,,,,,,1970/01/01 00:00:00+00,,,,
-9232355.8331,5216315.5915,677,Drainage Credit Project,Drainage Credit,Disconnected Impervious,Yes,0.0022,This is a disconnected impervious surface project receiving drainage credit.,,,,https://dwsd.box.com/shared/static/vjna6xosv8w42y7cci6m93lxbf15jb0j.jpg,,0.001,,Jefferson Chalmers,Drainage Credit,1970/01/01 00:00:00+00,,,,,,,1970/01/01 00:00:00+00,,,,,d325be7b-060d-4f68-9aa3-eb884335c7dc,District 4,,,,http://detroitstormwater.org/projects/drainage-credit-project-86,,,,,,,1970/01/01 00:00:00+00,,,,
-9264355.3406275,5222184.60784213,678,NRPCA Rain Gardens - Scarsdale Northeast,Private - No Credit,Multiple,No,0.06,There are currently three (3) rain garden's.  One taking runoff from a section of the roof and two taking runoff from the parking lot.  These three are low engineered projects designed by landscape experts and installed by volunteers.  Native plants were used and the soil was amended with rain garden mix including compost and sharp sand.,Project owner with help from Cyndi Ross,NRPCA project installer and NRPCA members and volunteers,NRPCA garden club,https://dwsd.box.com/shared/static/g9k087awosjkaypvvb2lfmlvmjnzj7pn.jpg,"DisconnectedImpervious,DownspoutDisconnection,RainGarden",0.025,200,North Rosedale Park,Environmental Benefits,2017/04/01 04:00:00+00,3000,50,,No,,,2017/06/17 04:00:00+00,Non-Profit,,42.40728,-83.22312,f4394f0b-70dc-49ee-89f7-959ada858bc7,District 1,,,,http://detroitstormwater.org/projects/nrpca-rain-gardens-scarsdale-northeast,,,,,,,1970/01/01 00:00:00+00,,Educational,NA,Medium
-9250316.83964356,5217937.03488736,679,Emily's Front yard Rain Garden,Private - No Credit,Rain Garden,No,0.009,Rain Garden's to the Rescue rain garden workshop and installation program coordinated by Friends of the Rouge and Sierra Club with funding from the Erb Family Foundation,"Cyndi Ross, Friends of the Rouge and Emily Levine",Friends of the Rouge / Sierra Club Great Lakes Program / Emily Levine,Emily Levine,https://dwsd.box.com/shared/static/gqpit1ti7694c93fvk76hsmxdhyui95r.jpg,,0.004,100,Boston Edison,Environmental Benefits,2017/07/17 04:00:00+00,800,50,,No,,,2017/08/19 04:00:00+00,Residential,,42.3791,-83.09701,f5d1cd8e-ded1-4749-85d4-e27d723c8572,District 5,,,,http://detroitstormwater.org/projects/emilys-front-yard-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Medium
-9268592.16044709,5220630.35972234,680,Billie's Rain Garden,Private - No Credit,Rain Garden,No,0.02,Rain Garden's to the Rescue rain garden program coordinated by Friends of the Rouge and Sierra Club to manage storm water and provide education for community and share knowledge.,"Cyndi Ross, Friends of the Rouge and Billie Hickey","Friends of the Rouge, Sierra Club, Billie Hickey",Billie Hickey,https://dwsd.box.com/shared/static/jsn3skxbnck3f0rgwrqxwpwqd7bs9ij7.jpg,,0.0097,220,Brightmoor,Environmental Benefits,2015/06/01 04:00:00+00,800,100,,No,,,2015/08/07 04:00:00+00,Residential,,42.39697,-83.26118,8ac1c365-fe80-487f-8a98-14ddcdd15453,District 1,https://dwsd.box.com/shared/static/1bq8icxfxmfn38j5v972lhe7j1t9tf5s.jpg,,,http://detroitstormwater.org/projects/billies-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Medium
-9234520.6039,5216276.50818847,681,Belle-Chere Rain Garden,Private - No Credit,Rain Garden,No,0.01,Rain Garden to the Rescue rain garden program coordinated by Friends of the Rouge and Sierra Club to manage storm water off roofs and increase exposure of green infrastructure practices within the community,"Cyndi Ross, Friends of the Rouge and Oyin Zuri","Friends of the Rouge, Sierra Club and Oyin Zuri",Oyin Zuri,https://dwsd.box.com/shared/static/4biyoenuwavl0ikt04y4qtdxqfurpacm.jpg,,0.006,150,Jefferson Chalmers,Environmental Benefits,2016/06/01 04:00:00+00,800,75,,No,,,2016/08/25 04:00:00+00,Residential,,42.36808,-82.95511,7b8f2953-c1cc-4f94-8d0d-ef6e59acb32a,District 4,https://dwsd.box.com/shared/static/k7ywb7r28pkl0i059t0rrjqbfj0lwkui.jpg,,,http://detroitstormwater.org/projects/belle-chere-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Aesthetic Value,,Medium
-9267143.89387187,5223187.24093793,682,Christ the King Rain Garden,Private - No Credit,Multiple,No,0.04,Rain Garden's to the Rescue program rain garden coordinated by Friends of the Rouge and Sierra Club Great Lakes Program funded by Erb Family Foundation to expand green infrastructure in Detroit to manage storm water and provide education around storm water runoff and combined sewer overflows impact on the Great Lakes.,"Cyndi Ross, Friends of the Rouge and Katie Little","Friends of the Rouge, Sierra Club Great Lakes Program - Detroit, Christ the King (Katie Little)",Katie Little,https://dwsd.box.com/shared/static/vqodfyfutyut5w5jxwidojylq5vtmjb2.jpg,"Bioretention,DownspoutDisconnection",0.024,500,McNichols Evergreen,Environmental Benefits,2018/06/01 04:00:00+00,1000,125,,No,,,2018/08/25 04:00:00+00,Faith-Based,,42.41393,-83.24817,a9a2a170-4a55-4d05-8707-aaa90a7ccbee,District 1,https://dwsd.box.com/shared/static/myn7tjgbeh2ynooxx3s3hrivke7cp1p7.jpg,https://dwsd.box.com/shared/static/1edqt8hwe0veufrhw0hlrr2rwzl1tgq5.jpg,,http://detroitstormwater.org/projects/christ-king-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Deep
-9239907.35405948,5225230.52916294,684,Grace Church of the Nazarene Rain Garden,Private - No Credit,Multiple,No,0.02,A Rain Garden's to the Rescue program rain garden.  Goals of the RGTTR program are to install green infrastructure practices like rain garden's to manage storm water and help to prevent combined sewer overflows of CSOs.  Another goal is to provide education to community members about the benefits of GI and provide next to nature experiences.,"Cyndi Ross, Friends of the Rouge, Sonja Hill, Project contact","Friends of the Rouge, Sierra Club and Sonja Hill",Project Contact,https://dwsd.box.com/shared/static/z5cx036as9blc3imrv23bnv9q7j1hwat.jpg,"Bioretention,DownspoutDisconnection",0.014,400,Von Steuben,Environmental Benefits,2016/06/13 04:00:00+00,1000,100,,No,,1 inch,2016/08/20 04:00:00+00,Faith-Based,,42.42748,-83.0035,15c04a3f-ca22-4eed-8971-598da4712cee,District 3,https://dwsd.box.com/shared/static/nwsbbvw25werl84sq4pcixcak1436lfn.jpg,https://dwsd.box.com/shared/static/mng50j1uk14xjn6im42ljc7epxvwuvay.jpg,,http://detroitstormwater.org/projects/grace-church-nazarene-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Medium
-9232530.21140461,5214720.21725941,685,AB Ford Park Rain Gardens,Private - No Credit,Bioretention,No,0.0046,Two Rain Garden's to the Rescue program rain gardens.  both capturing off impervious areas located at the western edge of AB Ford Park near the soon to be renovated pavilion.  ,"Cyndi Ross, Friends of the Rouge, Sanaa Green","Friends of the Rouge, Sierra Club and Sanaa Green plus community members and youth",Sanaa Green,https://dwsd.box.com/shared/static/j7l8d2gi3dmy8zakkiv53iv18hqi3wt8.jpg,,0.004,150,Jefferson Chalmers,Environmental Benefits,2016/06/13 04:00:00+00,1200,150,,No,,1 inch,2016/08/04 04:00:00+00,Government,,42.35775,-82.93723,5cf8ea1d-662f-4985-84ba-fd9cb9094657,District 4,https://dwsd.box.com/shared/static/x7b6pwkll97sn92n3f9yeht8rypqx2ew.jpg,,,http://detroitstormwater.org/projects/ab-ford-park-rain-gardens,,,,,,,1970/01/01 00:00:00+00,,Educational,,Medium
-9253106.50608284,5226560.78878072,686,"Raines’ bioretention, dry well + rainbarrels",Private - No Credit,Multiple,No,0.11,"All downspouts on back half of house connected to rain barrels (3) or dry well. Garden planted with primarily natives, gravel walkways and pond",Classic Landscape LLC and homeowner,Great Lakes Landscape and homeowner ,Homeowner,https://dwsd.box.com/shared/static/gznodyg2hqoo15ergl8jcvrubb32jjbo.jpeg,"Bioretention,RainBarrel,SubsurfaceDetention",0.077,5200,Palmer Woods,Environmental Benefits,2011/10/08 00:00:00+00,6000,0,,No,,,2011/10/28 00:00:00+00,Residential,,42.4363,-83.12207,8e23d954-7220-4759-8e3b-f43d8c6bff33,District 2,https://dwsd.box.com/shared/static/rqpi88krqw2fypuzo7z3x7j7djxzo534.jpeg,https://dwsd.box.com/shared/static/zxr84uq0ozo4w4kd9v43fr31jzqnmdj5.jpg,,http://detroitstormwater.org/projects/raines-bioretention-dry-well-rainbarrels,,,,,,,1970/01/01 00:00:00+00,,Aesthetic Value,"Great Lakes Landscape Design, Inc. and homeowner ",Medium
-9252837.11291512,5225440.1608269,687,Palmer Park Rain Catchment,Private - No Credit,Water Harvesting,No,0.00459137,Rain Catchment for urban farm,Roy Raines,Roy Raines,People For Palmer Park,https://dwsd.box.com/shared/static/7etnmk1l1f90ivi1wrjbiyp9klamfmi5.jpeg,,0,200,Palmer Park,Environmental Benefits,2015/04/13 00:00:00+00,1500,0,,No,,Designed for about 4”  storm. The system has two 275 gallon totes. The roof catches 112 gallons per 1” storm.,2015/05/17 00:00:00+00,Government,,42.42887,-83.11965,8fd506ed-abaa-43e2-845f-4f0e078a75a3,District 2,,,,http://detroitstormwater.org/projects/palmer-park-rain-catchment,,,,,,,1970/01/01 00:00:00+00,,Aesthetic Value,Roy Raines,Shallow
-9238177.44917256,5222991.22911626,688,Eden Garden Rain Catchment ,Private - No Credit,Water Harvesting,No,0.00459137,Rain catchment for urban farm,Roy Raines,Roy Raines,Eden Garden Block Club,https://dwsd.box.com/shared/static/rmxjjqzimbhtrogpisskmnqk79m5x3tq.jpeg,,0,200,Eden Gardens,Environmental Benefits,2014/07/08 00:00:00+00,1500,0,,No,,About 4”,2014/07/27 00:00:00+00,Government,,42.41263,-82.98796,d32c0fe4-faf9-436d-81be-62ebf193dc1a,District 4,https://dwsd.box.com/shared/static/dfk5pra1brway81ajy3pb8d3wm70tho9.jpeg,,,http://detroitstormwater.org/projects/eden-garden-rain-catchment,,,,,,,1970/01/01 00:00:00+00,,Educational,Roy Raines,Shallow
-9246673.3527099,5227400.96982339,689,Big Grams Rain Garden,Private - No Credit,Multiple,No,0.008,This lovely residential rain garden is part of the Rain Garden's to the Rescue green infrastructure project funded by the Erb Family Foundation and coordinated by Friends of the Rouge and Sierra Club Michigan Chapter - Great Lakes Program.  These garden's are serving not only to manage storm water but function as homes for pollinators and provide close to nature opportunities for home owners and neighbors.,"Cyndi Ross, Friends of the Rouge and Elois Moore, homeowner","Friends of the Rouge, Sierra Club and Elois Moore",Elois Moore,https://dwsd.box.com/shared/static/0ornxynlb94ruxgh9ewvm9htow55ebw4.jpg,"DownspoutDisconnection,RainGarden",0.005,150,Farwell,Environmental Benefits,2016/06/13 04:00:00+00,800,100,,No,,1 inch,2016/08/16 04:00:00+00,Residential,,42.44187,-83.06428,c8af1013-6bcd-454a-86a0-2e6baaccbcaf,District 3,https://dwsd.box.com/shared/static/p5j0qqvdhhksqntnbbcu7zwuf3ohdzko.jpg,,,http://detroitstormwater.org/projects/big-grams-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Medium
-9250260.06670326,5216252.40105356,690,Butterfly Garden,Private - No Credit,Rain Garden,No,0.006,"This creative rain garden captures storm water off the roof, which goes into a fish pond and overflows into the rain garden.  The garden is called Butterfly Garden to note the beautiful butterflies that visit.  this garden is part of the Rain Garden's to the Rescue program funded by the Erb Family Foundation and coordinated by Friends of the Rouge and the Sierra Club Michigan Chapters Great Lakes Program.","Jeremy Merklinger with assistance from Cyndi Ross, Friends of the Rouge","Friends of the Rouge, Sierra Club and Jeremy Merklinger",Jeremy Merklinger,https://dwsd.box.com/shared/static/jwifd8e5z9a8io6q5nbsep0o1nxiwm3l.jpg,,0.005,180,LaSalle Gardens,Environmental Benefits,2017/07/17 04:00:00+00,1000,100,,No,,1 inch,2017/08/19 04:00:00+00,Residential,,42.36792,-83.0965,c951151b-7741-4f6e-8a98-4ce97efd3986,District 5,https://dwsd.box.com/shared/static/iktqnhlhbdnw0cbmvov63qakyhjz92sa.jpg,https://dwsd.box.com/shared/static/dxgj26is9cevm6pmod0noajy7on43ro9.jpg,,http://detroitstormwater.org/projects/butterfly-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Medium
-9247285.60990926,5215890.80139792,691,Wayne State iBioswale 1,Private - No Credit,Bioswale,No,1.16,,Detroit Biodiversity Network,,,https://dwsd.box.com/shared/static/jigm70289tfe97amwk5ufaa10teitchu.jpg,,0.13,3600,Medbury Park,Environmental Benefits,1970/01/01 00:00:00+00,,,,No,,,2017/09/21 04:00:00+00,Education Institute,,42.36552,-83.06978,ad8d562f-5b8f-4eb9-84e9-7d90d37ea57b,District 5,https://dwsd.box.com/shared/static/akyyyd0dji95l1ulkwdtouthifa5vs3s.jpg,,,http://detroitstormwater.org/projects/wayne-state-ibioswale-1,,,,,,,1970/01/01 00:00:00+00,,Educational,,Shallow
-9269266.7565613,5218863.86205758,692,St. Paul Rain Garden,Private - No Credit,Multiple,No,0.064,This beautiful rain garden is one of the Rain Garden's to the Rescue program funded by the Erb Family Foundation and coordinated by Friends of the Rouge and Sierra Club Michigan Chapters Great Lakes Program.  This is by far one of the largest in the program and captures runoff from several roof areas.  The beauty of it mirrors the meditative open space at the St. Paul of the Cross Retreat Center.   It's aesthetics match the storm water benefits provided.,"Cyndi Ross, Friends of the Rouge and Tom Scherf, St. Paul of the Cross","Friends of the Rouge, Sierra Club, St. Paul of the Cross Retreat Center",Tom Scherf,https://dwsd.box.com/shared/static/x26ghnj1zn4ur1401xmragq8uwpu0hnr.jpg,"Bioretention,DownspoutDisconnection",0.035,700,Castle Rouge,Environmental Benefits,2018/06/11 04:00:00+00,1200,200,,No,,1 inch,2018/08/25 04:00:00+00,Faith-Based,,42.38525,-83.26724,d4b7fddb-91fb-4dfb-8f47-81b4ba817568,District 1,https://dwsd.box.com/shared/static/gjxoys9aeik4osjfwabewwx30z783jz9.jpg,https://dwsd.box.com/shared/static/ijht0jkkdg8v1cfuj05603qvqzx6lwmy.jpg,,http://detroitstormwater.org/projects/st-paul-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Deep
-9267143.89387187,5223187.24093793,693,Christ The King School Rain Garden,Private - No Credit,Bioretention,No,0.04,This lovely bioretention garden is part of the Rain Garden's to the Rescue storm water mitigation project funded by the Erb Family Foundation and led by Friends of the Rouge with support from Sierra Club Michigan Chapter Great Lakes Program.  These projects are  wonderful examples of the support from the Detroit community for providing nature based solutions that both manage storm water and also improved the quality of life for all residents.,"Cyndi Ross, Friends of the Rouge","Friends of the Rouge, Sierra Club and Christ the King (Katie Little)",Katie Little,https://dwsd.box.com/shared/static/acnxe9v6p0vwmy13ml1htk9yn601kpc7.png,,0.024,500,McNichols Evergreen,Environmental Benefits,2018/06/11 04:00:00+00,1200,150,,No,,1 inch,2018/08/25 04:00:00+00,Faith-Based,,42.41393,-83.24817,432ac53c-2036-4e9b-86e3-4e2b67b44862,District 1,,,,http://detroitstormwater.org/projects/christ-king-school-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Deep
-9268882.70431806,5220702.71478152,694,Urban Country Tea House Garden,Private - No Credit,Multiple,No,0.015,The Urban Country Tea House rain garden is part of the Rain Garden's to the Rescue program family of gardens.  This particular garden installation was led by Keep Growing Detroit the RGTTR partner responsible for growing the native plants that are used in garden plantings.  Visitors to the Tea House can learn about GSI and also the Cross Pollinator Corridor being developed just east the this location.  Natural processes abound in this Brightmoor location.,"Friends of the Rouge, Cyndi Ross, and owner Rosalyn Flint","Keep Growing Detroit, Friends of the Rouge, Rosalyn Flint",Rosalyn Flint,https://dwsd.box.com/shared/static/9o0jihd0a8a2w4369ppz387kk47ettn2.jpg,"Bioretention,DownspoutDisconnection",0.01,265,Brightmoor,Environmental Benefits,2017/07/17 04:00:00+00,1000,100,,No,,1 inch,2017/09/09 04:00:00+00,Non-Profit,,42.39745,-83.26379,3524be28-51f2-447a-8974-8dfb41a8b512,District 1,https://dwsd.box.com/shared/static/cfcx082z7o1y2866muavjjkcotdncpc3.jpg,https://dwsd.box.com/shared/static/xbbyv4im28iopvfe3qzav8m4u22ewgp8.jpg,,http://detroitstormwater.org/projects/urban-country-tea-house-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Deep
-9262458.45650438,5220469.07022817,695,St. Mary's of Redford Rain Garden,Private - No Credit,Multiple,No,0.015,This lovely rain garden is part of the Rain Garden's to the Rescue family of gardens funded by Erb Family Foundation.  Friends of the Rouge serves as Project Manager along with Sierra Club Michigan Chapter's Great Lakes Program.  The rain garden sits along the southwest corner of this historic church providing a rainbow of colors for parishioners and those passing by also providing educational opportunities around nature-based solutions to water quality improvements.,"Friends of the Rouge, Cyndi Ross & St. Mary's representatives: Brenda Cornish and Cassandra Logan","Friends of the Rouge, Sierra Club, Cassandra Logan",Brenda Cornish / Cassandra Logan,https://dwsd.box.com/shared/static/jtpuf3fb7gh625kf4raczsuyjcpd7h4v.jpg,"Bioretention,DownspoutDisconnection",0.008,180,Grand River-St Marys,Environmental Benefits,2018/06/11 04:00:00+00,1000,50,,No,,1 inch,2018/08/16 04:00:00+00,Faith-Based,,42.3959,-83.20608,3251a8c9-85b2-451d-8554-3ca511ec7122,District 1,https://dwsd.box.com/shared/static/62d72c5n8wxfam9hw4sw63ipi3ckxeuv.jpg,https://dwsd.box.com/shared/static/5y8ho761qsfr7ig7dqevf946wj0gf1r0.jpg,,http://detroitstormwater.org/projects/st-marys-redford-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Medium
-9254830.84499523,5223840.14038812,696,Gesu Rain Garden,Private - No Credit,Multiple,No,0.01,"Gesu's Rain Garden is part of the Rain Garden's to the Rescue GSI program funded by the Erb Family Foundation.  Green Infrastructure involves using nature-based practices like bioswales and rain garden's to soak up storm water that comes off impervious surfaces like roofs and driveways helping to prevent combined sewer overflows.  This, in turn, helps protect the water quality of our lakes and rivers!  The garden's with their beautiful native plants and flowers are a joy to look at as well.!","Friends of the Rouge, Cyndi Ross and Stephanie Osborn - Gesu Contact","Friends of the Rouge, Sierra Club Michigan Chapter's Great Lakes Program and Gesu Church",Gesu Church - Stephanie Osborn,https://dwsd.box.com/shared/static/ntsgs91ylp5d7hhwuja92wyjmco5jqdf.jpg,"Bioretention,DownspoutDisconnection",0.006,150,University District,Environmental Benefits,2018/06/11 04:00:00+00,800,50,,No,,1 inch,2018/09/18 04:00:00+00,Faith-Based,,42.41826,-83.13756,1dd3d2a8-d133-42fc-8083-52d8088f7af2,District 2,,,,http://detroitstormwater.org/projects/gesu-rain-garden,,,,,,,1970/01/01 00:00:00+00,,Educational,,Medium
